Index;Country;Programme;Year;University;University code;Latitude;Longitude;Reserved
1684;Indonesia ;European and International Trade and Tax Law;2022;Lund University;LU;55,7119;13,2035;FALSE
1685;Ukraine ;Asian Studies;2022;Lund University;LU;55,7119;13,2035;FALSE
1686;Zimbabwe ;Peace and Development Work;2022;Linnaeus University;LNU;56,8545;14,83;FALSE
1687;Rwanda ;MSc in Economics;2022;Karlstad University;KAU;59,4064;13,5826;FALSE
1688;Cameroon ;Business Administration, Marketing and Management;2022;Mid Sweden University;MIU;63,1771;14,6492;FALSE
1689;South Africa;INFRASTRUCTURE AND ENVIRONMENTAL ENGINEERING;2022;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
1690;Ethiopia ;Software engineering and management;2022;University of Gothenburg;GU;57,6982;11,9719;FALSE
1691;Ethiopia ;Public Health;2022;Umeå University;UMU;63,8202;20,3054;FALSE
1692;Russia ;Innovation and Design;2022;Mälardalen University;MDH;59,6186;16,5404;FALSE
1693;Georgia ;Civil and Architectural Engineering;2022;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
1694;Russia ;Strategic Communication;2022;Lund University;LU;55,7119;13,2035;FALSE
1695;Egypt ;Entrepreneurship, Sustainability and Social Change;2022;Linnaeus University;LNU;56,8545;14,83;FALSE
1696;Ghana ;International Affairs;2022;Linnaeus University;LNU;56,8545;14,83;FALSE
1697;Colombia ;Fine Arts;2022;University of Gothenburg;GU;57,6982;11,9719;FALSE
1698;Cambodia ;Media and Communication Science;2022;Mid Sweden University;MIU;63,1771;14,6492;FALSE
1699;Egypt ;Information Technology and Learning;2022;University of Gothenburg;GU;57,6982;11,9719;FALSE
1700;Vietnam ;Business Administration, Marketing and Management;2022;Mid Sweden University;MIU;63,1771;14,6492;FALSE
1701;Ukraine ;Sustainable Management;2022;Uppsala University;UU;59,8509;17,63;FALSE
1702;Russia ;Media and Communication Studies;2022;Lund University;LU;55,7119;13,2035;FALSE
1703;Sudan ;Data Science;2022;Dalarna University in Sweden;HDA;60,6144;15,6534;FALSE
1704;Tanzania ;Strategic Entrepreneurship for International Growth with specialization in International Marketing;2022;Halmstad University;HH;56,6647;12,878;FALSE
1705;Ukraine ;Environmental Management and Policy;2022;Lund University;LU;55,7119;13,2035;FALSE
1706;Egypt ;Entrepreneurship;2022;Uppsala University;UU;59,8509;17,63;FALSE
1707;Tunisia ;Industrial Management and Innovation;2022;Uppsala University;UU;59,8509;17,63;FALSE
1708;Russia ;Strategic Communication;2022;Lund University;LU;55,7119;13,2035;FALSE
1709;Georgia ;Welfare Policies and Management;2022;Lund University;LU;55,7119;13,2035;FALSE
1710;Rwanda ;Business Studies with an International Focus;2022;Dalarna University in Sweden;HDA;60,6144;15,6534;FALSE
1711;South Africa;International Administration and Global Governance (Gothenburg);2022;University of Gothenburg;GU;57,6982;11,9719;FALSE
1712;Peru ;European Intellectual Property Law;2022;Stockholm University;SU;59,3622;18,0578;FALSE
1713;Peru ;European Intellectual Property Law;2022;Stockholm University;SU;59,3622;18,0578;FALSE
1714;Brazil ;Entrepreneurship;2022;Uppsala University;UU;59,8509;17,63;FALSE
1715;Russia ;Strategic Leadership towards Sustainability;2022;Blekinge Institute of Technology;BTH;56,1809;15,5922;FALSE
1716;Jordan ;DESIGN AND CONSTRUCTION PROJECT MANAGEMENT;2022;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
1717;Guatemala ;Biology - Immunology and Microbiology;2022;Uppsala University;UU;59,8509;17,63;FALSE
1718;Cambodia ;Global Studies: Sustainable Societes and Social Change (Two Years);2022;Jönköping University;HJ;57,7786;14,1619;FALSE
1719;Brazil ;Sustainable Development;2022;Uppsala University;UU;59,8509;17,63;FALSE
1720;Honduras ;Industrial Management and Innovation;2022;Halmstad University;HH;56,6647;12,878;FALSE
1721;Vietnam ;Managing People, Knowledge & Change;2022;Lund University;LU;55,7119;13,2035;FALSE
1722;Tanzania ;Social Sciences - Digital Media and Society;2022;Uppsala University;UU;59,8509;17,63;FALSE
1723;Georgia ;Psychology;2022;Uppsala University;UU;59,8509;17,63;FALSE
1724;Pakistan ;Entrepreneurship and Innovation;2022;Lund University;LU;55,7119;13,2035;FALSE
1725;Pakistan ;Information Systems;2022;Uppsala University;UU;59,8509;17,63;FALSE
1726;Russia ;Sociology of Education;2022;Uppsala University;UU;59,8509;17,63;FALSE
1727;Bangladesh ;Entrepreneurship and Innovation;2022;Lund University;LU;55,7119;13,2035;FALSE
1728;Bangladesh ;Humanitarian Action and Conflict;2022;Uppsala University;UU;59,8509;17,63;FALSE
1729;Russia ;Psychology, Work and Organizational Psychology;2022;Linnaeus University;LNU;56,8545;14,83;FALSE
1730;Uganda ;Urban Studies: Urban Business and Development – Real Estate and Transport;2022;Malmö University;MAU;55,6088;12,9946;FALSE
1731;Bolivia ;Manufacturing Engineeering;2022;University West;HV;58,2832;12,294;FALSE
1732;Azerbaijan ;European Business Law;2022;Lund University;LU;55,7119;13,2035;FALSE
1733;Ukraine ;Marketing Communication;2022;Stockholm University;SU;59,3622;18,0578;FALSE
1734;Philippines ;Sustainable Building Information Management (master);2022;Jönköping University;HJ;57,7786;14,1619;FALSE
1735;Zimbabwe ;Leadership in Digitalised Organisations;2022;University West;HV;58,2832;12,294;FALSE
1736;Ghana ;Finance;2022;University West;HV;58,2832;12,294;FALSE
1737;Bangladesh ;Information Security;2022;Stockholm University;SU;59,3622;18,0578;FALSE
1738;Brazil ;Social-Ecological Resilience for Sustainable Development;2022;Stockholm University;SU;59,3622;18,0578;FALSE
1739;Ecuador ;GIS and Remote Sensing;2022;Lund University;LU;55,7119;13,2035;FALSE
1740;Egypt ;Sustainable Energy Engineering;2022;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
1741;Tunisia ;Accounting and Finance;2022;Lund University;LU;55,7119;13,2035;FALSE
1742;Sri Lanka ;Data Science - Data Engineering;2022;Uppsala University;UU;59,8509;17,63;FALSE
1743;Nepal ;Strategic Entrepreneurship for International Growth with specialization in Strategic Leadership;2022;Halmstad University;HH;56,6647;12,878;FALSE
1744;Azerbaijan ;Innovation and Industrial Management;2022;University of Gothenburg;GU;57,6982;11,9719;FALSE
1745;Azerbaijan ;European Business Law;2022;Lund University;LU;55,7119;13,2035;FALSE
1746;Azerbaijan ;European Business Law;2022;Lund University;LU;55,7119;13,2035;FALSE
1747;Indonesia ;European and International Trade and Tax Law;2022;Lund University;LU;55,7119;13,2035;FALSE
1748;Indonesia ;Digital Humanities;2022;Uppsala University;UU;59,8509;17,63;FALSE
1749;Armenia ;Marketing;2022;Linnaeus University;LNU;56,8545;14,83;FALSE
1750;Armenia ;Middle Eastern Studies;2022;Lund University;LU;55,7119;13,2035;FALSE
1751;Russia ;European and International Trade and Tax Law;2022;Lund University;LU;55,7119;13,2035;FALSE
1752;Sudan ;Computer Science - Computer Science;2022;Uppsala University;UU;59,8509;17,63;FALSE
1753;Azerbaijan ;International Development and Management;2022;Lund University;LU;55,7119;13,2035;FALSE
1754;Sudan ;Solar Energy Engineering;2022;Dalarna University in Sweden;HDA;60,6144;15,6534;FALSE
1755;Jordan ;Communication;2022;University of Gothenburg;GU;57,6982;11,9719;FALSE
1756;Colombia ;Digital Business (Two Years);2022;Jönköping University;HJ;57,7786;14,1619;FALSE
1757;Azerbaijan ;Global Studies: Sustainable Societes and Social Change (One Year);2022;Jönköping University;HJ;57,7786;14,1619;FALSE
1758;Morocco ;Health Economics, Policy and Management;2022;Karolinska University Hospital;KI;59,3522;18,0322;TRUE
1759;Myanmar (Burma) ;Health Economics, Policy and Management;2022;Karolinska University Hospital;KI;59,3522;18,0322;TRUE
1760;Ethiopia ;Environmental Engineering and Sustainable Infrastructure;2022;KTH Royal Institute of Technology;KTH;59,3499;18,0703;TRUE
1761;Tunisia ;Sustainable Production Development;2022;KTH Royal Institute of Technology;KTH;59,3499;18,0703;TRUE
1762;Egypt ;Sustainable Urban Design;2022;Lund University;LU;55,7119;13,2035;TRUE
